Internações,cod_uf,uf,data
2153,35,São Paulo,2008-01-01
1156,29,Bahia,2008-01-01
1193,31,Minas Gerais,2008-01-01
679,33,Rio de Janeiro,2008-01-01
489,26,Pernambuco,2008-01-01
731,23,Ceará,2008-01-01
599,41,Paraná,2008-01-01
600,15,Pará,2008-01-01
349,43,Rio Grande do Sul,2008-01-01
434,21,Maranhão,2008-01-01
416,42,Santa Catarina,2008-01-01
138,13,Amazonas,2008-01-01
237,52,Goiás,2008-01-01
343,25,Paraíba,2008-01-01
209,22,Piauí,2008-01-01
280,27,Alagoas,2008-01-01
272,28,Sergipe,2008-01-01
169,24,Rio Grande do Norte,2008-01-01
193,32,Espírito Santo,2008-01-01
116,53,Distrito Federal,2008-01-01
179,51,Mato Grosso,2008-01-01
222,50,Mato Grosso do Sul,2008-01-01
138,17,Tocantins,2008-01-01
205,16,Amapá,2008-01-01
75,11,Rondônia,2008-01-01
26,12,Acre,2008-01-01
88,14,Roraima,2008-01-01
2800,35,São Paulo,2008-02-01
1640,29,Bahia,2008-02-01
1499,31,Minas Gerais,2008-02-01
816,33,Rio de Janeiro,2008-02-01
904,26,Pernambuco,2008-02-01
915,23,Ceará,2008-02-01
660,41,Paraná,2008-02-01
791,15,Pará,2008-02-01
800,43,Rio Grande do Sul,2008-02-01
593,21,Maranhão,2008-02-01
582,42,Santa Catarina,2008-02-01
418,13,Amazonas,2008-02-01
406,52,Goiás,2008-02-01
399,25,Paraíba,2008-02-01
361,22,Piauí,2008-02-01
346,27,Alagoas,2008-02-01
353,28,Sergipe,2008-02-01
198,24,Rio Grande do Norte,2008-02-01
293,32,Espírito Santo,2008-02-01
326,53,Distrito Federal,2008-02-01
247,51,Mato Grosso,2008-02-01
220,50,Mato Grosso do Sul,2008-02-01
190,17,Tocantins,2008-02-01
141,16,Amapá,2008-02-01
71,11,Rondônia,2008-02-01
61,12,Acre,2008-02-01
-,14,Roraima,2008-02-01
2892,35,São Paulo,2008-03-01
1560,29,Bahia,2008-03-01
1601,31,Minas Gerais,2008-03-01
1134,33,Rio de Janeiro,2008-03-01
796,26,Pernambuco,2008-03-01
1041,23,Ceará,2008-03-01
608,41,Paraná,2008-03-01
769,15,Pará,2008-03-01
808,43,Rio Grande do Sul,2008-03-01
584,21,Maranhão,2008-03-01
525,42,Santa Catarina,2008-03-01
461,13,Amazonas,2008-03-01
415,52,Goiás,2008-03-01
400,25,Paraíba,2008-03-01
290,22,Piauí,2008-03-01
301,27,Alagoas,2008-03-01
322,28,Sergipe,2008-03-01
183,24,Rio Grande do Norte,2008-03-01
230,32,Espírito Santo,2008-03-01
372,53,Distrito Federal,2008-03-01
252,51,Mato Grosso,2008-03-01
205,50,Mato Grosso do Sul,2008-03-01
179,17,Tocantins,2008-03-01
181,16,Amapá,2008-03-01
63,11,Rondônia,2008-03-01
127,12,Acre,2008-03-01
156,14,Roraima,2008-03-01
3000,35,São Paulo,2008-04-01
1722,29,Bahia,2008-04-01
1398,31,Minas Gerais,2008-04-01
1072,33,Rio de Janeiro,2008-04-01
1142,26,Pernambuco,2008-04-01
944,23,Ceará,2008-04-01
565,41,Paraná,2008-04-01
756,15,Pará,2008-04-01
681,43,Rio Grande do Sul,2008-04-01
660,21,Maranhão,2008-04-01
396,42,Santa Catarina,2008-04-01
459,13,Amazonas,2008-04-01
334,52,Goiás,2008-04-01
360,25,Paraíba,2008-04-01
296,22,Piauí,2008-04-01
345,27,Alagoas,2008-04-01
304,28,Sergipe,2008-04-01
177,24,Rio Grande do Norte,2008-04-01
200,32,Espírito Santo,2008-04-01
321,53,Distrito Federal,2008-04-01
191,51,Mato Grosso,2008-04-01
132,50,Mato Grosso do Sul,2008-04-01
141,17,Tocantins,2008-04-01
34,16,Amapá,2008-04-01
75,11,Rondônia,2008-04-01
53,12,Acre,2008-04-01
79,14,Roraima,2008-04-01
3201,35,São Paulo,2008-05-01
1530,29,Bahia,2008-05-01
1534,31,Minas Gerais,2008-05-01
1254,33,Rio de Janeiro,2008-05-01
903,26,Pernambuco,2008-05-01
880,23,Ceará,2008-05-01
607,41,Paraná,2008-05-01
698,15,Pará,2008-05-01
549,43,Rio Grande do Sul,2008-05-01
571,21,Maranhão,2008-05-01
491,42,Santa Catarina,2008-05-01
353,13,Amazonas,2008-05-01
319,52,Goiás,2008-05-01
334,25,Paraíba,2008-05-01
281,22,Piauí,2008-05-01
293,27,Alagoas,2008-05-01
295,28,Sergipe,2008-05-01
209,24,Rio Grande do Norte,2008-05-01
233,32,Espírito Santo,2008-05-01
496,53,Distrito Federal,2008-05-01
185,51,Mato Grosso,2008-05-01
215,50,Mato Grosso do Sul,2008-05-01
138,17,Tocantins,2008-05-01
16,16,Amapá,2008-05-01
95,11,Rondônia,2008-05-01
77,12,Acre,2008-05-01
75,14,Roraima,2008-05-01
3008,35,São Paulo,2008-06-01
2089,29,Bahia,2008-06-01
1787,31,Minas Gerais,2008-06-01
1243,33,Rio de Janeiro,2008-06-01
877,26,Pernambuco,2008-06-01
952,23,Ceará,2008-06-01
645,41,Paraná,2008-06-01
739,15,Pará,2008-06-01
539,43,Rio Grande do Sul,2008-06-01
551,21,Maranhão,2008-06-01
477,42,Santa Catarina,2008-06-01
464,13,Amazonas,2008-06-01
282,52,Goiás,2008-06-01
342,25,Paraíba,2008-06-01
582,22,Piauí,2008-06-01
280,27,Alagoas,2008-06-01
364,28,Sergipe,2008-06-01
220,24,Rio Grande do Norte,2008-06-01
281,32,Espírito Santo,2008-06-01
358,53,Distrito Federal,2008-06-01
224,51,Mato Grosso,2008-06-01
224,50,Mato Grosso do Sul,2008-06-01
152,17,Tocantins,2008-06-01
264,16,Amapá,2008-06-01
73,11,Rondônia,2008-06-01
145,12,Acre,2008-06-01
97,14,Roraima,2008-06-01
3412,35,São Paulo,2008-07-01
1831,29,Bahia,2008-07-01
1639,31,Minas Gerais,2008-07-01
1326,33,Rio de Janeiro,2008-07-01
886,26,Pernambuco,2008-07-01
1011,23,Ceará,2008-07-01
633,41,Paraná,2008-07-01
794,15,Pará,2008-07-01
799,43,Rio Grande do Sul,2008-07-01
581,21,Maranhão,2008-07-01
456,42,Santa Catarina,2008-07-01
550,13,Amazonas,2008-07-01
318,52,Goiás,2008-07-01
344,25,Paraíba,2008-07-01
445,22,Piauí,2008-07-01
337,27,Alagoas,2008-07-01
284,28,Sergipe,2008-07-01
188,24,Rio Grande do Norte,2008-07-01
254,32,Espírito Santo,2008-07-01
397,53,Distrito Federal,2008-07-01
223,51,Mato Grosso,2008-07-01
212,50,Mato Grosso do Sul,2008-07-01
151,17,Tocantins,2008-07-01
177,16,Amapá,2008-07-01
87,11,Rondônia,2008-07-01
100,12,Acre,2008-07-01
107,14,Roraima,2008-07-01
3395,35,São Paulo,2008-08-01
2267,29,Bahia,2008-08-01
1730,31,Minas Gerais,2008-08-01
1475,33,Rio de Janeiro,2008-08-01
1003,26,Pernambuco,2008-08-01
1061,23,Ceará,2008-08-01
707,41,Paraná,2008-08-01
766,15,Pará,2008-08-01
798,43,Rio Grande do Sul,2008-08-01
552,21,Maranhão,2008-08-01
503,42,Santa Catarina,2008-08-01
649,13,Amazonas,2008-08-01
362,52,Goiás,2008-08-01
459,25,Paraíba,2008-08-01
430,22,Piauí,2008-08-01
302,27,Alagoas,2008-08-01
375,28,Sergipe,2008-08-01
231,24,Rio Grande do Norte,2008-08-01
296,32,Espírito Santo,2008-08-01
334,53,Distrito Federal,2008-08-01
244,51,Mato Grosso,2008-08-01
233,50,Mato Grosso do Sul,2008-08-01
174,17,Tocantins,2008-08-01
130,16,Amapá,2008-08-01
111,11,Rondônia,2008-08-01
114,12,Acre,2008-08-01
70,14,Roraima,2008-08-01
3623,35,São Paulo,2008-09-01
2403,29,Bahia,2008-09-01
1751,31,Minas Gerais,2008-09-01
1270,33,Rio de Janeiro,2008-09-01
1008,26,Pernambuco,2008-09-01
1002,23,Ceará,2008-09-01
671,41,Paraná,2008-09-01
735,15,Pará,2008-09-01
723,43,Rio Grande do Sul,2008-09-01
498,21,Maranhão,2008-09-01
502,42,Santa Catarina,2008-09-01
554,13,Amazonas,2008-09-01
423,52,Goiás,2008-09-01
419,25,Paraíba,2008-09-01
456,22,Piauí,2008-09-01
303,27,Alagoas,2008-09-01
485,28,Sergipe,2008-09-01
208,24,Rio Grande do Norte,2008-09-01
306,32,Espírito Santo,2008-09-01
345,53,Distrito Federal,2008-09-01
237,51,Mato Grosso,2008-09-01
233,50,Mato Grosso do Sul,2008-09-01
189,17,Tocantins,2008-09-01
183,16,Amapá,2008-09-01
100,11,Rondônia,2008-09-01
88,12,Acre,2008-09-01
26,14,Roraima,2008-09-01
3655,35,São Paulo,2008-10-01
2329,29,Bahia,2008-10-01
1894,31,Minas Gerais,2008-10-01
1439,33,Rio de Janeiro,2008-10-01
880,26,Pernambuco,2008-10-01
944,23,Ceará,2008-10-01
682,41,Paraná,2008-10-01
769,15,Pará,2008-10-01
742,43,Rio Grande do Sul,2008-10-01
608,21,Maranhão,2008-10-01
533,42,Santa Catarina,2008-10-01
599,13,Amazonas,2008-10-01
364,52,Goiás,2008-10-01
420,25,Paraíba,2008-10-01
421,22,Piauí,2008-10-01
468,27,Alagoas,2008-10-01
380,28,Sergipe,2008-10-01
226,24,Rio Grande do Norte,2008-10-01
335,32,Espírito Santo,2008-10-01
440,53,Distrito Federal,2008-10-01
222,51,Mato Grosso,2008-10-01
279,50,Mato Grosso do Sul,2008-10-01
185,17,Tocantins,2008-10-01
205,16,Amapá,2008-10-01
73,11,Rondônia,2008-10-01
119,12,Acre,2008-10-01
137,14,Roraima,2008-10-01
2770,35,São Paulo,2008-11-01
2204,29,Bahia,2008-11-01
1702,31,Minas Gerais,2008-11-01
1275,33,Rio de Janeiro,2008-11-01
1018,26,Pernambuco,2008-11-01
858,23,Ceará,2008-11-01
659,41,Paraná,2008-11-01
619,15,Pará,2008-11-01
617,43,Rio Grande do Sul,2008-11-01
531,21,Maranhão,2008-11-01
428,42,Santa Catarina,2008-11-01
518,13,Amazonas,2008-11-01
327,52,Goiás,2008-11-01
442,25,Paraíba,2008-11-01
388,22,Piauí,2008-11-01
426,27,Alagoas,2008-11-01
372,28,Sergipe,2008-11-01
234,24,Rio Grande do Norte,2008-11-01
388,32,Espírito Santo,2008-11-01
347,53,Distrito Federal,2008-11-01
212,51,Mato Grosso,2008-11-01
171,50,Mato Grosso do Sul,2008-11-01
212,17,Tocantins,2008-11-01
162,16,Amapá,2008-11-01
72,11,Rondônia,2008-11-01
111,12,Acre,2008-11-01
29,14,Roraima,2008-11-01
2977,35,São Paulo,2008-12-01
1939,29,Bahia,2008-12-01
1525,31,Minas Gerais,2008-12-01
1247,33,Rio de Janeiro,2008-12-01
1088,26,Pernambuco,2008-12-01
888,23,Ceará,2008-12-01
563,41,Paraná,2008-12-01
676,15,Pará,2008-12-01
681,43,Rio Grande do Sul,2008-12-01
602,21,Maranhão,2008-12-01
521,42,Santa Catarina,2008-12-01
491,13,Amazonas,2008-12-01
334,52,Goiás,2008-12-01
405,25,Paraíba,2008-12-01
326,22,Piauí,2008-12-01
337,27,Alagoas,2008-12-01
325,28,Sergipe,2008-12-01
203,24,Rio Grande do Norte,2008-12-01
299,32,Espírito Santo,2008-12-01
280,53,Distrito Federal,2008-12-01
184,51,Mato Grosso,2008-12-01
156,50,Mato Grosso do Sul,2008-12-01
154,17,Tocantins,2008-12-01
90,16,Amapá,2008-12-01
71,11,Rondônia,2008-12-01
154,12,Acre,2008-12-01
93,14,Roraima,2008-12-01
2761,35,São Paulo,2009-01-01
1709,29,Bahia,2009-01-01
1648,31,Minas Gerais,2009-01-01
1198,33,Rio de Janeiro,2009-01-01
967,26,Pernambuco,2009-01-01
942,23,Ceará,2009-01-01
691,41,Paraná,2009-01-01
738,15,Pará,2009-01-01
641,43,Rio Grande do Sul,2009-01-01
631,21,Maranhão,2009-01-01
515,42,Santa Catarina,2009-01-01
335,13,Amazonas,2009-01-01
320,52,Goiás,2009-01-01
411,25,Paraíba,2009-01-01
349,22,Piauí,2009-01-01
375,27,Alagoas,2009-01-01
326,28,Sergipe,2009-01-01
188,24,Rio Grande do Norte,2009-01-01
306,32,Espírito Santo,2009-01-01
331,53,Distrito Federal,2009-01-01
203,51,Mato Grosso,2009-01-01
273,50,Mato Grosso do Sul,2009-01-01
112,17,Tocantins,2009-01-01
185,16,Amapá,2009-01-01
69,11,Rondônia,2009-01-01
132,12,Acre,2009-01-01
221,14,Roraima,2009-01-01
2705,35,São Paulo,2009-02-01
1770,29,Bahia,2009-02-01
1375,31,Minas Gerais,2009-02-01
1006,33,Rio de Janeiro,2009-02-01
932,26,Pernambuco,2009-02-01
796,23,Ceará,2009-02-01
695,41,Paraná,2009-02-01
685,15,Pará,2009-02-01
620,43,Rio Grande do Sul,2009-02-01
536,21,Maranhão,2009-02-01
428,42,Santa Catarina,2009-02-01
382,13,Amazonas,2009-02-01
338,52,Goiás,2009-02-01
413,25,Paraíba,2009-02-01
349,22,Piauí,2009-02-01
352,27,Alagoas,2009-02-01
264,28,Sergipe,2009-02-01
171,24,Rio Grande do Norte,2009-02-01
255,32,Espírito Santo,2009-02-01
226,53,Distrito Federal,2009-02-01
193,51,Mato Grosso,2009-02-01
167,50,Mato Grosso do Sul,2009-02-01
224,17,Tocantins,2009-02-01
167,16,Amapá,2009-02-01
100,11,Rondônia,2009-02-01
155,12,Acre,2009-02-01
73,14,Roraima,2009-02-01
3166,35,São Paulo,2009-03-01
1951,29,Bahia,2009-03-01
1556,31,Minas Gerais,2009-03-01
1349,33,Rio de Janeiro,2009-03-01
940,26,Pernambuco,2009-03-01
972,23,Ceará,2009-03-01
592,41,Paraná,2009-03-01
720,15,Pará,2009-03-01
713,43,Rio Grande do Sul,2009-03-01
476,21,Maranhão,2009-03-01
502,42,Santa Catarina,2009-03-01
520,13,Amazonas,2009-03-01
334,52,Goiás,2009-03-01
394,25,Paraíba,2009-03-01
240,22,Piauí,2009-03-01
337,27,Alagoas,2009-03-01
314,28,Sergipe,2009-03-01
185,24,Rio Grande do Norte,2009-03-01
274,32,Espírito Santo,2009-03-01
304,53,Distrito Federal,2009-03-01
186,51,Mato Grosso,2009-03-01
231,50,Mato Grosso do Sul,2009-03-01
134,17,Tocantins,2009-03-01
235,16,Amapá,2009-03-01
90,11,Rondônia,2009-03-01
114,12,Acre,2009-03-01
46,14,Roraima,2009-03-01
3025,35,São Paulo,2009-04-01
1845,29,Bahia,2009-04-01
1548,31,Minas Gerais,2009-04-01
1096,33,Rio de Janeiro,2009-04-01
852,26,Pernambuco,2009-04-01
859,23,Ceará,2009-04-01
641,41,Paraná,2009-04-01
719,15,Pará,2009-04-01
692,43,Rio Grande do Sul,2009-04-01
614,21,Maranhão,2009-04-01
458,42,Santa Catarina,2009-04-01
510,13,Amazonas,2009-04-01
359,52,Goiás,2009-04-01
382,25,Paraíba,2009-04-01
318,22,Piauí,2009-04-01
364,27,Alagoas,2009-04-01
317,28,Sergipe,2009-04-01
236,24,Rio Grande do Norte,2009-04-01
240,32,Espírito Santo,2009-04-01
295,53,Distrito Federal,2009-04-01
195,51,Mato Grosso,2009-04-01
157,50,Mato Grosso do Sul,2009-04-01
146,17,Tocantins,2009-04-01
181,16,Amapá,2009-04-01
93,11,Rondônia,2009-04-01
136,12,Acre,2009-04-01
164,14,Roraima,2009-04-01
3013,35,São Paulo,2009-05-01
1656,29,Bahia,2009-05-01
1436,31,Minas Gerais,2009-05-01
1163,33,Rio de Janeiro,2009-05-01
879,26,Pernambuco,2009-05-01
916,23,Ceará,2009-05-01
643,41,Paraná,2009-05-01
808,15,Pará,2009-05-01
626,43,Rio Grande do Sul,2009-05-01
487,21,Maranhão,2009-05-01
439,42,Santa Catarina,2009-05-01
457,13,Amazonas,2009-05-01
349,52,Goiás,2009-05-01
394,25,Paraíba,2009-05-01
331,22,Piauí,2009-05-01
358,27,Alagoas,2009-05-01
366,28,Sergipe,2009-05-01
291,24,Rio Grande do Norte,2009-05-01
289,32,Espírito Santo,2009-05-01
337,53,Distrito Federal,2009-05-01
161,51,Mato Grosso,2009-05-01
153,50,Mato Grosso do Sul,2009-05-01
146,17,Tocantins,2009-05-01
157,16,Amapá,2009-05-01
104,11,Rondônia,2009-05-01
142,12,Acre,2009-05-01
205,14,Roraima,2009-05-01
2893,35,São Paulo,2009-06-01
1560,29,Bahia,2009-06-01
1548,31,Minas Gerais,2009-06-01
1199,33,Rio de Janeiro,2009-06-01
746,26,Pernambuco,2009-06-01
797,23,Ceará,2009-06-01
613,41,Paraná,2009-06-01
666,15,Pará,2009-06-01
661,43,Rio Grande do Sul,2009-06-01
510,21,Maranhão,2009-06-01
452,42,Santa Catarina,2009-06-01
453,13,Amazonas,2009-06-01
353,52,Goiás,2009-06-01
358,25,Paraíba,2009-06-01
361,22,Piauí,2009-06-01
294,27,Alagoas,2009-06-01
260,28,Sergipe,2009-06-01
310,24,Rio Grande do Norte,2009-06-01
209,32,Espírito Santo,2009-06-01
341,53,Distrito Federal,2009-06-01
217,51,Mato Grosso,2009-06-01
165,50,Mato Grosso do Sul,2009-06-01
172,17,Tocantins,2009-06-01
147,16,Amapá,2009-06-01
91,11,Rondônia,2009-06-01
137,12,Acre,2009-06-01
115,14,Roraima,2009-06-01
3007,35,São Paulo,2009-07-01
1828,29,Bahia,2009-07-01
1614,31,Minas Gerais,2009-07-01
1310,33,Rio de Janeiro,2009-07-01
852,26,Pernambuco,2009-07-01
916,23,Ceará,2009-07-01
704,41,Paraná,2009-07-01
705,15,Pará,2009-07-01
651,43,Rio Grande do Sul,2009-07-01
500,21,Maranhão,2009-07-01
485,42,Santa Catarina,2009-07-01
491,13,Amazonas,2009-07-01
414,52,Goiás,2009-07-01
382,25,Paraíba,2009-07-01
311,22,Piauí,2009-07-01
276,27,Alagoas,2009-07-01
312,28,Sergipe,2009-07-01
279,24,Rio Grande do Norte,2009-07-01
263,32,Espírito Santo,2009-07-01
260,53,Distrito Federal,2009-07-01
213,51,Mato Grosso,2009-07-01
224,50,Mato Grosso do Sul,2009-07-01
166,17,Tocantins,2009-07-01
139,16,Amapá,2009-07-01
106,11,Rondônia,2009-07-01
106,12,Acre,2009-07-01
126,14,Roraima,2009-07-01
3281,35,São Paulo,2009-08-01
1953,29,Bahia,2009-08-01
1608,31,Minas Gerais,2009-08-01
1385,33,Rio de Janeiro,2009-08-01
860,26,Pernambuco,2009-08-01
992,23,Ceará,2009-08-01
654,41,Paraná,2009-08-01
861,15,Pará,2009-08-01
650,43,Rio Grande do Sul,2009-08-01
586,21,Maranhão,2009-08-01
477,42,Santa Catarina,2009-08-01
279,13,Amazonas,2009-08-01
359,52,Goiás,2009-08-01
408,25,Paraíba,2009-08-01
402,22,Piauí,2009-08-01
292,27,Alagoas,2009-08-01
308,28,Sergipe,2009-08-01
293,24,Rio Grande do Norte,2009-08-01
267,32,Espírito Santo,2009-08-01
261,53,Distrito Federal,2009-08-01
245,51,Mato Grosso,2009-08-01
207,50,Mato Grosso do Sul,2009-08-01
160,17,Tocantins,2009-08-01
195,16,Amapá,2009-08-01
122,11,Rondônia,2009-08-01
177,12,Acre,2009-08-01
77,14,Roraima,2009-08-01
3393,35,São Paulo,2009-09-01
2460,29,Bahia,2009-09-01
1610,31,Minas Gerais,2009-09-01
1495,33,Rio de Janeiro,2009-09-01
961,26,Pernambuco,2009-09-01
879,23,Ceará,2009-09-01
735,41,Paraná,2009-09-01
772,15,Pará,2009-09-01
707,43,Rio Grande do Sul,2009-09-01
555,21,Maranhão,2009-09-01
565,42,Santa Catarina,2009-09-01
552,13,Amazonas,2009-09-01
341,52,Goiás,2009-09-01
462,25,Paraíba,2009-09-01
350,22,Piauí,2009-09-01
353,27,Alagoas,2009-09-01
351,28,Sergipe,2009-09-01
254,24,Rio Grande do Norte,2009-09-01
280,32,Espírito Santo,2009-09-01
332,53,Distrito Federal,2009-09-01
215,51,Mato Grosso,2009-09-01
246,50,Mato Grosso do Sul,2009-09-01
154,17,Tocantins,2009-09-01
95,16,Amapá,2009-09-01
102,11,Rondônia,2009-09-01
-,12,Acre,2009-09-01
150,14,Roraima,2009-09-01
3403,35,São Paulo,2009-10-01
2032,29,Bahia,2009-10-01
1720,31,Minas Gerais,2009-10-01
1264,33,Rio de Janeiro,2009-10-01
1021,26,Pernambuco,2009-10-01
1025,23,Ceará,2009-10-01
684,41,Paraná,2009-10-01
790,15,Pará,2009-10-01
692,43,Rio Grande do Sul,2009-10-01
660,21,Maranhão,2009-10-01
549,42,Santa Catarina,2009-10-01
443,13,Amazonas,2009-10-01
405,52,Goiás,2009-10-01
450,25,Paraíba,2009-10-01
379,22,Piauí,2009-10-01
382,27,Alagoas,2009-10-01
327,28,Sergipe,2009-10-01
289,24,Rio Grande do Norte,2009-10-01
314,32,Espírito Santo,2009-10-01
337,53,Distrito Federal,2009-10-01
232,51,Mato Grosso,2009-10-01
178,50,Mato Grosso do Sul,2009-10-01
168,17,Tocantins,2009-10-01
158,16,Amapá,2009-10-01
123,11,Rondônia,2009-10-01
138,12,Acre,2009-10-01
74,14,Roraima,2009-10-01
3360,35,São Paulo,2009-11-01
2041,29,Bahia,2009-11-01
1746,31,Minas Gerais,2009-11-01
1337,33,Rio de Janeiro,2009-11-01
1002,26,Pernambuco,2009-11-01
955,23,Ceará,2009-11-01
689,41,Paraná,2009-11-01
769,15,Pará,2009-11-01
665,43,Rio Grande do Sul,2009-11-01
578,21,Maranhão,2009-11-01
518,42,Santa Catarina,2009-11-01
365,13,Amazonas,2009-11-01
403,52,Goiás,2009-11-01
405,25,Paraíba,2009-11-01
380,22,Piauí,2009-11-01
355,27,Alagoas,2009-11-01
316,28,Sergipe,2009-11-01
301,24,Rio Grande do Norte,2009-11-01
313,32,Espírito Santo,2009-11-01
258,53,Distrito Federal,2009-11-01
218,51,Mato Grosso,2009-11-01
229,50,Mato Grosso do Sul,2009-11-01
165,17,Tocantins,2009-11-01
167,16,Amapá,2009-11-01
93,11,Rondônia,2009-11-01
111,12,Acre,2009-11-01
88,14,Roraima,2009-11-01
3187,35,São Paulo,2009-12-01
1914,29,Bahia,2009-12-01
1639,31,Minas Gerais,2009-12-01
1417,33,Rio de Janeiro,2009-12-01
891,26,Pernambuco,2009-12-01
940,23,Ceará,2009-12-01
715,41,Paraná,2009-12-01
744,15,Pará,2009-12-01
715,43,Rio Grande do Sul,2009-12-01
568,21,Maranhão,2009-12-01
485,42,Santa Catarina,2009-12-01
357,13,Amazonas,2009-12-01
372,52,Goiás,2009-12-01
429,25,Paraíba,2009-12-01
319,22,Piauí,2009-12-01
386,27,Alagoas,2009-12-01
314,28,Sergipe,2009-12-01
318,24,Rio Grande do Norte,2009-12-01
255,32,Espírito Santo,2009-12-01
207,53,Distrito Federal,2009-12-01
226,51,Mato Grosso,2009-12-01
173,50,Mato Grosso do Sul,2009-12-01
154,17,Tocantins,2009-12-01
163,16,Amapá,2009-12-01
101,11,Rondônia,2009-12-01
110,12,Acre,2009-12-01
72,14,Roraima,2009-12-01
3299,35,São Paulo,2010-01-01
2197,29,Bahia,2010-01-01
1558,31,Minas Gerais,2010-01-01
1383,33,Rio de Janeiro,2010-01-01
901,26,Pernambuco,2010-01-01
979,23,Ceará,2010-01-01
661,41,Paraná,2010-01-01
700,15,Pará,2010-01-01
623,43,Rio Grande do Sul,2010-01-01
567,21,Maranhão,2010-01-01
486,42,Santa Catarina,2010-01-01
359,13,Amazonas,2010-01-01
296,52,Goiás,2010-01-01
343,25,Paraíba,2010-01-01
461,22,Piauí,2010-01-01
391,27,Alagoas,2010-01-01
342,28,Sergipe,2010-01-01
289,24,Rio Grande do Norte,2010-01-01
288,32,Espírito Santo,2010-01-01
282,53,Distrito Federal,2010-01-01
178,51,Mato Grosso,2010-01-01
227,50,Mato Grosso do Sul,2010-01-01
180,17,Tocantins,2010-01-01
157,16,Amapá,2010-01-01
109,11,Rondônia,2010-01-01
154,12,Acre,2010-01-01
44,14,Roraima,2010-01-01
2703,35,São Paulo,2010-02-01
1894,29,Bahia,2010-02-01
1376,31,Minas Gerais,2010-02-01
1160,33,Rio de Janeiro,2010-02-01
