Internações,cod_uf,uf,data
979,26,Pernambuco,2010-02-01
954,23,Ceará,2010-02-01
632,41,Paraná,2010-02-01
727,15,Pará,2010-02-01
707,43,Rio Grande do Sul,2010-02-01
627,21,Maranhão,2010-02-01
454,42,Santa Catarina,2010-02-01
386,13,Amazonas,2010-02-01
321,52,Goiás,2010-02-01
348,25,Paraíba,2010-02-01
353,22,Piauí,2010-02-01
333,27,Alagoas,2010-02-01
281,28,Sergipe,2010-02-01
278,24,Rio Grande do Norte,2010-02-01
247,32,Espírito Santo,2010-02-01
184,53,Distrito Federal,2010-02-01
189,51,Mato Grosso,2010-02-01
141,50,Mato Grosso do Sul,2010-02-01
159,17,Tocantins,2010-02-01
123,16,Amapá,2010-02-01
112,11,Rondônia,2010-02-01
105,12,Acre,2010-02-01
92,14,Roraima,2010-02-01
2792,35,São Paulo,2010-03-01
1843,29,Bahia,2010-03-01
1460,31,Minas Gerais,2010-03-01
1256,33,Rio de Janeiro,2010-03-01
936,26,Pernambuco,2010-03-01
944,23,Ceará,2010-03-01
614,41,Paraná,2010-03-01
744,15,Pará,2010-03-01
637,43,Rio Grande do Sul,2010-03-01
660,21,Maranhão,2010-03-01
431,42,Santa Catarina,2010-03-01
471,13,Amazonas,2010-03-01
330,52,Goiás,2010-03-01
400,25,Paraíba,2010-03-01
386,22,Piauí,2010-03-01
364,27,Alagoas,2010-03-01
321,28,Sergipe,2010-03-01
302,24,Rio Grande do Norte,2010-03-01
201,32,Espírito Santo,2010-03-01
264,53,Distrito Federal,2010-03-01
200,51,Mato Grosso,2010-03-01
188,50,Mato Grosso do Sul,2010-03-01
154,17,Tocantins,2010-03-01
139,16,Amapá,2010-03-01
110,11,Rondônia,2010-03-01
153,12,Acre,2010-03-01
117,14,Roraima,2010-03-01
2780,35,São Paulo,2010-04-01
1740,29,Bahia,2010-04-01
1423,31,Minas Gerais,2010-04-01
1117,33,Rio de Janeiro,2010-04-01
900,26,Pernambuco,2010-04-01
887,23,Ceará,2010-04-01
700,41,Paraná,2010-04-01
713,15,Pará,2010-04-01
638,43,Rio Grande do Sul,2010-04-01
574,21,Maranhão,2010-04-01
417,42,Santa Catarina,2010-04-01
459,13,Amazonas,2010-04-01
350,52,Goiás,2010-04-01
332,25,Paraíba,2010-04-01
363,22,Piauí,2010-04-01
334,27,Alagoas,2010-04-01
314,28,Sergipe,2010-04-01
239,24,Rio Grande do Norte,2010-04-01
216,32,Espírito Santo,2010-04-01
314,53,Distrito Federal,2010-04-01
174,51,Mato Grosso,2010-04-01
174,50,Mato Grosso do Sul,2010-04-01
130,17,Tocantins,2010-04-01
179,16,Amapá,2010-04-01
111,11,Rondônia,2010-04-01
154,12,Acre,2010-04-01
117,14,Roraima,2010-04-01
2749,35,São Paulo,2010-05-01
1676,29,Bahia,2010-05-01
1404,31,Minas Gerais,2010-05-01
1297,33,Rio de Janeiro,2010-05-01
703,26,Pernambuco,2010-05-01
838,23,Ceará,2010-05-01
576,41,Paraná,2010-05-01
804,15,Pará,2010-05-01
611,43,Rio Grande do Sul,2010-05-01
557,21,Maranhão,2010-05-01
380,42,Santa Catarina,2010-05-01
452,13,Amazonas,2010-05-01
312,52,Goiás,2010-05-01
355,25,Paraíba,2010-05-01
341,22,Piauí,2010-05-01
275,27,Alagoas,2010-05-01
274,28,Sergipe,2010-05-01
288,24,Rio Grande do Norte,2010-05-01
228,32,Espírito Santo,2010-05-01
278,53,Distrito Federal,2010-05-01
190,51,Mato Grosso,2010-05-01
175,50,Mato Grosso do Sul,2010-05-01
153,17,Tocantins,2010-05-01
117,16,Amapá,2010-05-01
116,11,Rondônia,2010-05-01
155,12,Acre,2010-05-01
86,14,Roraima,2010-05-01
2747,35,São Paulo,2010-06-01
1574,29,Bahia,2010-06-01
1402,31,Minas Gerais,2010-06-01
1186,33,Rio de Janeiro,2010-06-01
896,26,Pernambuco,2010-06-01
735,23,Ceará,2010-06-01
632,41,Paraná,2010-06-01
710,15,Pará,2010-06-01
616,43,Rio Grande do Sul,2010-06-01
532,21,Maranhão,2010-06-01
427,42,Santa Catarina,2010-06-01
535,13,Amazonas,2010-06-01
331,52,Goiás,2010-06-01
330,25,Paraíba,2010-06-01
383,22,Piauí,2010-06-01
293,27,Alagoas,2010-06-01
259,28,Sergipe,2010-06-01
220,24,Rio Grande do Norte,2010-06-01
262,32,Espírito Santo,2010-06-01
179,53,Distrito Federal,2010-06-01
213,51,Mato Grosso,2010-06-01
190,50,Mato Grosso do Sul,2010-06-01
188,17,Tocantins,2010-06-01
176,16,Amapá,2010-06-01
102,11,Rondônia,2010-06-01
99,12,Acre,2010-06-01
56,14,Roraima,2010-06-01
2831,35,São Paulo,2010-07-01
1713,29,Bahia,2010-07-01
1578,31,Minas Gerais,2010-07-01
1313,33,Rio de Janeiro,2010-07-01
923,26,Pernambuco,2010-07-01
825,23,Ceará,2010-07-01
659,41,Paraná,2010-07-01
684,15,Pará,2010-07-01
626,43,Rio Grande do Sul,2010-07-01
486,21,Maranhão,2010-07-01
459,42,Santa Catarina,2010-07-01
445,13,Amazonas,2010-07-01
343,52,Goiás,2010-07-01
344,25,Paraíba,2010-07-01
327,22,Piauí,2010-07-01
293,27,Alagoas,2010-07-01
330,28,Sergipe,2010-07-01
267,24,Rio Grande do Norte,2010-07-01
250,32,Espírito Santo,2010-07-01
215,53,Distrito Federal,2010-07-01
221,51,Mato Grosso,2010-07-01
172,50,Mato Grosso do Sul,2010-07-01
155,17,Tocantins,2010-07-01
141,16,Amapá,2010-07-01
97,11,Rondônia,2010-07-01
151,12,Acre,2010-07-01
104,14,Roraima,2010-07-01
3119,35,São Paulo,2010-08-01
1930,29,Bahia,2010-08-01
1707,31,Minas Gerais,2010-08-01
1449,33,Rio de Janeiro,2010-08-01
905,26,Pernambuco,2010-08-01
836,23,Ceará,2010-08-01
713,41,Paraná,2010-08-01
646,15,Pará,2010-08-01
699,43,Rio Grande do Sul,2010-08-01
559,21,Maranhão,2010-08-01
492,42,Santa Catarina,2010-08-01
355,13,Amazonas,2010-08-01
378,52,Goiás,2010-08-01
363,25,Paraíba,2010-08-01
333,22,Piauí,2010-08-01
336,27,Alagoas,2010-08-01
287,28,Sergipe,2010-08-01
255,24,Rio Grande do Norte,2010-08-01
200,32,Espírito Santo,2010-08-01
298,53,Distrito Federal,2010-08-01
203,51,Mato Grosso,2010-08-01
182,50,Mato Grosso do Sul,2010-08-01
123,17,Tocantins,2010-08-01
154,16,Amapá,2010-08-01
99,11,Rondônia,2010-08-01
135,12,Acre,2010-08-01
159,14,Roraima,2010-08-01
3376,35,São Paulo,2010-09-01
1882,29,Bahia,2010-09-01
1619,31,Minas Gerais,2010-09-01
1411,33,Rio de Janeiro,2010-09-01
882,26,Pernambuco,2010-09-01
934,23,Ceará,2010-09-01
662,41,Paraná,2010-09-01
741,15,Pará,2010-09-01
648,43,Rio Grande do Sul,2010-09-01
509,21,Maranhão,2010-09-01
483,42,Santa Catarina,2010-09-01
339,13,Amazonas,2010-09-01
370,52,Goiás,2010-09-01
385,25,Paraíba,2010-09-01
338,22,Piauí,2010-09-01
327,27,Alagoas,2010-09-01
327,28,Sergipe,2010-09-01
282,24,Rio Grande do Norte,2010-09-01
309,32,Espírito Santo,2010-09-01
204,53,Distrito Federal,2010-09-01
233,51,Mato Grosso,2010-09-01
207,50,Mato Grosso do Sul,2010-09-01
148,17,Tocantins,2010-09-01
167,16,Amapá,2010-09-01
108,11,Rondônia,2010-09-01
134,12,Acre,2010-09-01
120,14,Roraima,2010-09-01
3315,35,São Paulo,2010-10-01
2020,29,Bahia,2010-10-01
1684,31,Minas Gerais,2010-10-01
1271,33,Rio de Janeiro,2010-10-01
951,26,Pernambuco,2010-10-01
898,23,Ceará,2010-10-01
768,41,Paraná,2010-10-01
700,15,Pará,2010-10-01
690,43,Rio Grande do Sul,2010-10-01
638,21,Maranhão,2010-10-01
513,42,Santa Catarina,2010-10-01
635,13,Amazonas,2010-10-01
321,52,Goiás,2010-10-01
373,25,Paraíba,2010-10-01
360,22,Piauí,2010-10-01
373,27,Alagoas,2010-10-01
300,28,Sergipe,2010-10-01
313,24,Rio Grande do Norte,2010-10-01
227,32,Espírito Santo,2010-10-01
252,53,Distrito Federal,2010-10-01
258,51,Mato Grosso,2010-10-01
235,50,Mato Grosso do Sul,2010-10-01
172,17,Tocantins,2010-10-01
171,16,Amapá,2010-10-01
113,11,Rondônia,2010-10-01
97,12,Acre,2010-10-01
44,14,Roraima,2010-10-01
3229,35,São Paulo,2010-11-01
2014,29,Bahia,2010-11-01
1686,31,Minas Gerais,2010-11-01
1407,33,Rio de Janeiro,2010-11-01
972,26,Pernambuco,2010-11-01
1002,23,Ceará,2010-11-01
699,41,Paraná,2010-11-01
704,15,Pará,2010-11-01
688,43,Rio Grande do Sul,2010-11-01
705,21,Maranhão,2010-11-01
513,42,Santa Catarina,2010-11-01
618,13,Amazonas,2010-11-01
344,52,Goiás,2010-11-01
416,25,Paraíba,2010-11-01
367,22,Piauí,2010-11-01
382,27,Alagoas,2010-11-01
320,28,Sergipe,2010-11-01
284,24,Rio Grande do Norte,2010-11-01
292,32,Espírito Santo,2010-11-01
283,53,Distrito Federal,2010-11-01
230,51,Mato Grosso,2010-11-01
263,50,Mato Grosso do Sul,2010-11-01
184,17,Tocantins,2010-11-01
149,16,Amapá,2010-11-01
136,11,Rondônia,2010-11-01
106,12,Acre,2010-11-01
72,14,Roraima,2010-11-01
3428,35,São Paulo,2010-12-01
1777,29,Bahia,2010-12-01
1561,31,Minas Gerais,2010-12-01
1411,33,Rio de Janeiro,2010-12-01
1019,26,Pernambuco,2010-12-01
957,23,Ceará,2010-12-01
747,41,Paraná,2010-12-01
703,15,Pará,2010-12-01
639,43,Rio Grande do Sul,2010-12-01
584,21,Maranhão,2010-12-01
544,42,Santa Catarina,2010-12-01
478,13,Amazonas,2010-12-01
364,52,Goiás,2010-12-01
370,25,Paraíba,2010-12-01
336,22,Piauí,2010-12-01
368,27,Alagoas,2010-12-01
369,28,Sergipe,2010-12-01
257,24,Rio Grande do Norte,2010-12-01
289,32,Espírito Santo,2010-12-01
193,53,Distrito Federal,2010-12-01
213,51,Mato Grosso,2010-12-01
194,50,Mato Grosso do Sul,2010-12-01
164,17,Tocantins,2010-12-01
126,16,Amapá,2010-12-01
101,11,Rondônia,2010-12-01
117,12,Acre,2010-12-01
81,14,Roraima,2010-12-01
2896,35,São Paulo,2011-01-01
1778,29,Bahia,2011-01-01
1577,31,Minas Gerais,2011-01-01
1150,33,Rio de Janeiro,2011-01-01
838,26,Pernambuco,2011-01-01
879,23,Ceará,2011-01-01
812,41,Paraná,2011-01-01
703,15,Pará,2011-01-01
606,43,Rio Grande do Sul,2011-01-01
624,21,Maranhão,2011-01-01
478,42,Santa Catarina,2011-01-01
492,13,Amazonas,2011-01-01
353,52,Goiás,2011-01-01
323,25,Paraíba,2011-01-01
353,22,Piauí,2011-01-01
344,27,Alagoas,2011-01-01
397,28,Sergipe,2011-01-01
206,24,Rio Grande do Norte,2011-01-01
284,32,Espírito Santo,2011-01-01
250,53,Distrito Federal,2011-01-01
195,51,Mato Grosso,2011-01-01
250,50,Mato Grosso do Sul,2011-01-01
164,17,Tocantins,2011-01-01
124,16,Amapá,2011-01-01
104,11,Rondônia,2011-01-01
146,12,Acre,2011-01-01
18,14,Roraima,2011-01-01
2690,35,São Paulo,2011-02-01
1561,29,Bahia,2011-02-01
1434,31,Minas Gerais,2011-02-01
1221,33,Rio de Janeiro,2011-02-01
905,26,Pernambuco,2011-02-01
863,23,Ceará,2011-02-01
791,41,Paraná,2011-02-01
750,15,Pará,2011-02-01
519,43,Rio Grande do Sul,2011-02-01
602,21,Maranhão,2011-02-01
495,42,Santa Catarina,2011-02-01
437,13,Amazonas,2011-02-01
351,52,Goiás,2011-02-01
367,25,Paraíba,2011-02-01
336,22,Piauí,2011-02-01
307,27,Alagoas,2011-02-01
259,28,Sergipe,2011-02-01
201,24,Rio Grande do Norte,2011-02-01
247,32,Espírito Santo,2011-02-01
134,53,Distrito Federal,2011-02-01
172,51,Mato Grosso,2011-02-01
152,50,Mato Grosso do Sul,2011-02-01
142,17,Tocantins,2011-02-01
166,16,Amapá,2011-02-01
123,11,Rondônia,2011-02-01
116,12,Acre,2011-02-01
85,14,Roraima,2011-02-01
2776,35,São Paulo,2011-03-01
1742,29,Bahia,2011-03-01
1446,31,Minas Gerais,2011-03-01
1008,33,Rio de Janeiro,2011-03-01
814,26,Pernambuco,2011-03-01
736,23,Ceará,2011-03-01
658,41,Paraná,2011-03-01
752,15,Pará,2011-03-01
634,43,Rio Grande do Sul,2011-03-01
573,21,Maranhão,2011-03-01
483,42,Santa Catarina,2011-03-01
353,13,Amazonas,2011-03-01
361,52,Goiás,2011-03-01
407,25,Paraíba,2011-03-01
425,22,Piauí,2011-03-01
302,27,Alagoas,2011-03-01
248,28,Sergipe,2011-03-01
246,24,Rio Grande do Norte,2011-03-01
241,32,Espírito Santo,2011-03-01
207,53,Distrito Federal,2011-03-01
158,51,Mato Grosso,2011-03-01
222,50,Mato Grosso do Sul,2011-03-01
153,17,Tocantins,2011-03-01
76,16,Amapá,2011-03-01
182,11,Rondônia,2011-03-01
134,12,Acre,2011-03-01
93,14,Roraima,2011-03-01
2597,35,São Paulo,2011-04-01
1577,29,Bahia,2011-04-01
1322,31,Minas Gerais,2011-04-01
1042,33,Rio de Janeiro,2011-04-01
762,26,Pernambuco,2011-04-01
800,23,Ceará,2011-04-01
722,41,Paraná,2011-04-01
784,15,Pará,2011-04-01
565,43,Rio Grande do Sul,2011-04-01
602,21,Maranhão,2011-04-01
400,42,Santa Catarina,2011-04-01
597,13,Amazonas,2011-04-01
337,52,Goiás,2011-04-01
316,25,Paraíba,2011-04-01
302,22,Piauí,2011-04-01
299,27,Alagoas,2011-04-01
261,28,Sergipe,2011-04-01
209,24,Rio Grande do Norte,2011-04-01
235,32,Espírito Santo,2011-04-01
212,53,Distrito Federal,2011-04-01
218,51,Mato Grosso,2011-04-01
157,50,Mato Grosso do Sul,2011-04-01
134,17,Tocantins,2011-04-01
204,16,Amapá,2011-04-01
144,11,Rondônia,2011-04-01
108,12,Acre,2011-04-01
103,14,Roraima,2011-04-01
2769,35,São Paulo,2011-05-01
1401,29,Bahia,2011-05-01
1335,31,Minas Gerais,2011-05-01
998,33,Rio de Janeiro,2011-05-01
742,26,Pernambuco,2011-05-01
669,23,Ceará,2011-05-01
628,41,Paraná,2011-05-01
568,15,Pará,2011-05-01
527,43,Rio Grande do Sul,2011-05-01
467,21,Maranhão,2011-05-01
396,42,Santa Catarina,2011-05-01
446,13,Amazonas,2011-05-01
302,52,Goiás,2011-05-01
286,25,Paraíba,2011-05-01
362,22,Piauí,2011-05-01
276,27,Alagoas,2011-05-01
262,28,Sergipe,2011-05-01
186,24,Rio Grande do Norte,2011-05-01
256,32,Espírito Santo,2011-05-01
271,53,Distrito Federal,2011-05-01
198,51,Mato Grosso,2011-05-01
140,50,Mato Grosso do Sul,2011-05-01
147,17,Tocantins,2011-05-01
179,16,Amapá,2011-05-01
168,11,Rondônia,2011-05-01
107,12,Acre,2011-05-01
93,14,Roraima,2011-05-01
2556,35,São Paulo,2011-06-01
1541,29,Bahia,2011-06-01
1475,31,Minas Gerais,2011-06-01
1139,33,Rio de Janeiro,2011-06-01
802,26,Pernambuco,2011-06-01
809,23,Ceará,2011-06-01
650,41,Paraná,2011-06-01
703,15,Pará,2011-06-01
592,43,Rio Grande do Sul,2011-06-01
504,21,Maranhão,2011-06-01
370,42,Santa Catarina,2011-06-01
512,13,Amazonas,2011-06-01
277,52,Goiás,2011-06-01
302,25,Paraíba,2011-06-01
317,22,Piauí,2011-06-01
295,27,Alagoas,2011-06-01
236,28,Sergipe,2011-06-01
221,24,Rio Grande do Norte,2011-06-01
266,32,Espírito Santo,2011-06-01
249,53,Distrito Federal,2011-06-01
179,51,Mato Grosso,2011-06-01
152,50,Mato Grosso do Sul,2011-06-01
187,17,Tocantins,2011-06-01
66,16,Amapá,2011-06-01
171,11,Rondônia,2011-06-01
135,12,Acre,2011-06-01
129,14,Roraima,2011-06-01
2864,35,São Paulo,2011-07-01
1549,29,Bahia,2011-07-01
1627,31,Minas Gerais,2011-07-01
1160,33,Rio de Janeiro,2011-07-01
826,26,Pernambuco,2011-07-01
827,23,Ceará,2011-07-01
702,41,Paraná,2011-07-01
602,15,Pará,2011-07-01
579,43,Rio Grande do Sul,2011-07-01
491,21,Maranhão,2011-07-01
465,42,Santa Catarina,2011-07-01
621,13,Amazonas,2011-07-01
318,52,Goiás,2011-07-01
355,25,Paraíba,2011-07-01
403,22,Piauí,2011-07-01
317,27,Alagoas,2011-07-01
288,28,Sergipe,2011-07-01
246,24,Rio Grande do Norte,2011-07-01
240,32,Espírito Santo,2011-07-01
243,53,Distrito Federal,2011-07-01
210,51,Mato Grosso,2011-07-01
195,50,Mato Grosso do Sul,2011-07-01
132,17,Tocantins,2011-07-01
252,16,Amapá,2011-07-01
163,11,Rondônia,2011-07-01
119,12,Acre,2011-07-01
121,14,Roraima,2011-07-01
3005,35,São Paulo,2011-08-01
1926,29,Bahia,2011-08-01
1644,31,Minas Gerais,2011-08-01
1347,33,Rio de Janeiro,2011-08-01
933,26,Pernambuco,2011-08-01
820,23,Ceará,2011-08-01
729,41,Paraná,2011-08-01
736,15,Pará,2011-08-01
663,43,Rio Grande do Sul,2011-08-01
609,21,Maranhão,2011-08-01
375,42,Santa Catarina,2011-08-01
510,13,Amazonas,2011-08-01
364,52,Goiás,2011-08-01
363,25,Paraíba,2011-08-01
359,22,Piauí,2011-08-01
263,27,Alagoas,2011-08-01
288,28,Sergipe,2011-08-01
214,24,Rio Grande do Norte,2011-08-01
289,32,Espírito Santo,2011-08-01
189,53,Distrito Federal,2011-08-01
197,51,Mato Grosso,2011-08-01
209,50,Mato Grosso do Sul,2011-08-01
182,17,Tocantins,2011-08-01
135,16,Amapá,2011-08-01
158,11,Rondônia,2011-08-01
101,12,Acre,2011-08-01
104,14,Roraima,2011-08-01
3347,35,São Paulo,2011-09-01
1914,29,Bahia,2011-09-01
1734,31,Minas Gerais,2011-09-01
1339,33,Rio de Janeiro,2011-09-01
901,26,Pernambuco,2011-09-01
866,23,Ceará,2011-09-01
777,41,Paraná,2011-09-01
884,15,Pará,2011-09-01
612,43,Rio Grande do Sul,2011-09-01
529,21,Maranhão,2011-09-01
517,42,Santa Catarina,2011-09-01
527,13,Amazonas,2011-09-01
392,52,Goiás,2011-09-01
375,25,Paraíba,2011-09-01
346,22,Piauí,2011-09-01
387,27,Alagoas,2011-09-01
356,28,Sergipe,2011-09-01
279,24,Rio Grande do Norte,2011-09-01
299,32,Espírito Santo,2011-09-01
232,53,Distrito Federal,2011-09-01
238,51,Mato Grosso,2011-09-01
198,50,Mato Grosso do Sul,2011-09-01
187,17,Tocantins,2011-09-01
177,16,Amapá,2011-09-01
186,11,Rondônia,2011-09-01
120,12,Acre,2011-09-01
119,14,Roraima,2011-09-01
3292,35,São Paulo,2011-10-01
1752,29,Bahia,2011-10-01
1605,31,Minas Gerais,2011-10-01
1372,33,Rio de Janeiro,2011-10-01
1014,26,Pernambuco,2011-10-01
847,23,Ceará,2011-10-01
815,41,Paraná,2011-10-01
765,15,Pará,2011-10-01
611,43,Rio Grande do Sul,2011-10-01
688,21,Maranhão,2011-10-01
594,42,Santa Catarina,2011-10-01
485,13,Amazonas,2011-10-01
347,52,Goiás,2011-10-01
412,25,Paraíba,2011-10-01
376,22,Piauí,2011-10-01
338,27,Alagoas,2011-10-01
333,28,Sergipe,2011-10-01
239,24,Rio Grande do Norte,2011-10-01
291,32,Espírito Santo,2011-10-01
285,53,Distrito Federal,2011-10-01
237,51,Mato Grosso,2011-10-01
194,50,Mato Grosso do Sul,2011-10-01
171,17,Tocantins,2011-10-01
121,16,Amapá,2011-10-01
129,11,Rondônia,2011-10-01
112,12,Acre,2011-10-01
84,14,Roraima,2011-10-01
3123,35,São Paulo,2011-11-01
1920,29,Bahia,2011-11-01
1626,31,Minas Gerais,2011-11-01
1391,33,Rio de Janeiro,2011-11-01
833,26,Pernambuco,2011-11-01
901,23,Ceará,2011-11-01
741,41,Paraná,2011-11-01
702,15,Pará,2011-11-01
647,43,Rio Grande do Sul,2011-11-01
557,21,Maranhão,2011-11-01
566,42,Santa Catarina,2011-11-01
314,13,Amazonas,2011-11-01
391,52,Goiás,2011-11-01
397,25,Paraíba,2011-11-01
322,22,Piauí,2011-11-01
324,27,Alagoas,2011-11-01
344,28,Sergipe,2011-11-01
265,24,Rio Grande do Norte,2011-11-01
312,32,Espírito Santo,2011-11-01
123,53,Distrito Federal,2011-11-01
235,51,Mato Grosso,2011-11-01
198,50,Mato Grosso do Sul,2011-11-01
192,17,Tocantins,2011-11-01
144,16,Amapá,2011-11-01
176,11,Rondônia,2011-11-01
90,12,Acre,2011-11-01
95,14,Roraima,2011-11-01
3062,35,São Paulo,2011-12-01
1809,29,Bahia,2011-12-01
1573,31,Minas Gerais,2011-12-01
1328,33,Rio de Janeiro,2011-12-01
990,26,Pernambuco,2011-12-01
851,23,Ceará,2011-12-01
712,41,Paraná,2011-12-01
658,15,Pará,2011-12-01
653,43,Rio Grande do Sul,2011-12-01
770,21,Maranhão,2011-12-01
450,42,Santa Catarina,2011-12-01
475,13,Amazonas,2011-12-01
367,52,Goiás,2011-12-01
389,25,Paraíba,2011-12-01
282,22,Piauí,2011-12-01
249,27,Alagoas,2011-12-01
327,28,Sergipe,2011-12-01
268,24,Rio Grande do Norte,2011-12-01
274,32,Espírito Santo,2011-12-01
140,53,Distrito Federal,2011-12-01
231,51,Mato Grosso,2011-12-01
247,50,Mato Grosso do Sul,2011-12-01
233,17,Tocantins,2011-12-01
179,16,Amapá,2011-12-01
126,11,Rondônia,2011-12-01
116,12,Acre,2011-12-01
115,14,Roraima,2011-12-01
2808,35,São Paulo,2012-01-01
1828,29,Bahia,2012-01-01
1627,31,Minas Gerais,2012-01-01
1049,33,Rio de Janeiro,2012-01-01
883,26,Pernambuco,2012-01-01
891,23,Ceará,2012-01-01
826,41,Paraná,2012-01-01
825,15,Pará,2012-01-01
640,43,Rio Grande do Sul,2012-01-01
665,21,Maranhão,2012-01-01
478,42,Santa Catarina,2012-01-01
444,13,Amazonas,2012-01-01
338,52,Goiás,2012-01-01
396,25,Paraíba,2012-01-01
284,22,Piauí,2012-01-01
317,27,Alagoas,2012-01-01
283,28,Sergipe,2012-01-01
265,24,Rio Grande do Norte,2012-01-01
252,32,Espírito Santo,2012-01-01
273,53,Distrito Federal,2012-01-01
177,51,Mato Grosso,2012-01-01
215,50,Mato Grosso do Sul,2012-01-01
194,17,Tocantins,2012-01-01
127,16,Amapá,2012-01-01
164,11,Rondônia,2012-01-01
92,12,Acre,2012-01-01
99,14,Roraima,2012-01-01
2781,35,São Paulo,2012-02-01
1518,29,Bahia,2012-02-01
1441,31,Minas Gerais,2012-02-01
1024,33,Rio de Janeiro,2012-02-01
812,26,Pernambuco,2012-02-01
816,23,Ceará,2012-02-01
710,41,Paraná,2012-02-01
760,15,Pará,2012-02-01
627,43,Rio Grande do Sul,2012-02-01
634,21,Maranhão,2012-02-01
468,42,Santa Catarina,2012-02-01
399,13,Amazonas,2012-02-01
330,52,Goiás,2012-02-01
387,25,Paraíba,2012-02-01
305,22,Piauí,2012-02-01
264,27,Alagoas,2012-02-01
242,28,Sergipe,2012-02-01
181,24,Rio Grande do Norte,2012-02-01
253,32,Espírito Santo,2012-02-01
273,53,Distrito Federal,2012-02-01
164,51,Mato Grosso,2012-02-01
150,50,Mato Grosso do Sul,2012-02-01
204,17,Tocantins,2012-02-01
72,16,Amapá,2012-02-01
169,11,Rondônia,2012-02-01
119,12,Acre,2012-02-01
102,14,Roraima,2012-02-01
2898,35,São Paulo,2012-03-01
1743,29,Bahia,2012-03-01
1654,31,Minas Gerais,2012-03-01
1422,33,Rio de Janeiro,2012-03-01
866,26,Pernambuco,2012-03-01
776,23,Ceará,2012-03-01
700,41,Paraná,2012-03-01
727,15,Pará,2012-03-01
668,43,Rio Grande do Sul,2012-03-01
